file_id,genre,original_file_name,shortened_file_name,original_duration_sec,shortened_duration_sec,original_sample_rate_hz,shortened_sample_rate_hz,original_bit_depth,shortened_bit_depth,original_channels,shortened_channels
ACTCV_42,blues,blues.00042.wav,blues.00042.wav,30.0133,2.027,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_43,blues,blues.00043.wav,blues.00043.wav,30.0133,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_44,blues,blues.00044.wav,blues.00044.wav,30.0133,2.438,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_45,blues,blues.00045.wav,blues.00045.wav,30.0133,2.402,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_46,blues,blues.00046.wav,blues.00046.wav,30.0133,2.222,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_47,blues,blues.00047.wav,blues.00047.wav,30.0133,2.212,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_48,blues,blues.00048.wav,blues.00048.wav,30.0133,2.168,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_49,blues,blues.00049.wav,blues.00049.wav,30.0133,2.211,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_50,blues,blues.00050.wav,blues.00050.wav,30.0133,2.268,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_51,disco,disco.00001.wav,disco.00001.wav,30.2113,2.94,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_52,disco,disco.00002.wav,disco.00002.wav,30.0133,2.112,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_53,disco,disco.00003.wav,disco.00003.wav,30.3011,2.564,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_54,disco,disco.00004.wav,disco.00004.wav,30.0133,2.891,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_55,disco,disco.00005.wav,disco.00005.wav,30.2912,2.656,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_56,disco,disco.00006.wav,disco.00006.wav,30.008,2.65,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_57,disco,disco.00007.wav,disco.00007.wav,30.0133,2.235,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_58,disco,disco.00008.wav,disco.00008.wav,30.1615,2.127,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_59,disco,disco.00009.wav,disco.00009.wav,30.0133,2.315,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_60,disco,disco.00010.wav,disco.00010.wav,30.0118,2.422,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_61,disco,disco.00011.wav,disco.00011.wav,30.0133,2.999,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_62,disco,disco.00012.wav,disco.00012.wav,30.0916,2.091,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_63,disco,disco.00013.wav,disco.00013.wav,30.0133,2.108,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_64,disco,disco.00014.wav,disco.00014.wav,29.9929,2.831,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_65,disco,disco.00015.wav,disco.00015.wav,30.0133,2.881,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_66,disco,disco.00016.wav,disco.00016.wav,30.2912,2.718,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_67,disco,disco.00017.wav,disco.00017.wav,30.0133,2.539,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_68,disco,disco.00018.wav,disco.00018.wav,30.0133,2.001,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_69,disco,disco.00019.wav,disco.00019.wav,30.0133,2.312,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_70,disco,disco.00020.wav,disco.00020.wav,30.0133,2.792,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_71,disco,disco.00021.wav,disco.00021.wav,30.0133,2.691,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_72,disco,disco.00022.wav,disco.00022.wav,30.0133,2.913,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_73,disco,disco.00023.wav,disco.00023.wav,30.0133,2.969,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_74,disco,disco.00024.wav,disco.00024.wav,30.0133,2.25,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_75,disco,disco.00025.wav,disco.00025.wav,30.0133,2.55,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_76,disco,disco.00026.wav,disco.00026.wav,30.0133,2.673,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_77,disco,disco.00027.wav,disco.00027.wav,30.0133,2.85,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_78,disco,disco.00028.wav,disco.00028.wav,30.0133,2.414,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_79,disco,disco.00029.wav,disco.00029.wav,30.0133,2.741,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_80,disco,disco.00030.wav,disco.00030.wav,30.0133,2.394,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_81,disco,disco.00031.wav,disco.00031.wav,30.0133,2.436,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_82,disco,disco.00032.wav,disco.00032.wav,30.0133,2.878,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_83,disco,disco.00033.wav,disco.00033.wav,30.0133,2.546,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_84,disco,disco.00034.wav,disco.00034.wav,30.0133,2.752,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_85,disco,disco.00035.wav,disco.00035.wav,30.0133,2.176,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_86,disco,disco.00036.wav,disco.00036.wav,30.0133,2.783,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_87,disco,disco.00037.wav,disco.00037.wav,30.0133,2.419,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_88,disco,disco.00038.wav,disco.00038.wav,30.0133,2.37,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_89,disco,disco.00039.wav,disco.00039.wav,30.0133,2.818,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_90,disco,disco.00040.wav,disco.00040.wav,30.0133,2.436,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_91,disco,disco.00041.wav,disco.00041.wav,30.0133,2.899,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_92,disco,disco.00042.wav,disco.00042.wav,30.0133,2.494,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_93,disco,disco.00043.wav,disco.00043.wav,30.0133,2.27,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_94,disco,disco.00044.wav,disco.00044.wav,30.0133,2.742,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_95,disco,disco.00045.wav,disco.00045.wav,30.0133,2.423,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_96,disco,disco.00046.wav,disco.00046.wav,30.0002,2.404,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_97,disco,disco.00047.wav,disco.00047.wav,30.0002,2.518,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_98,disco,disco.00048.wav,disco.00048.wav,30.0002,2.853,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_99,disco,disco.00049.wav,disco.00049.wav,30.0002,2.65,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_100,disco,disco.00050.wav,disco.00050.wav,30.0002,2.849,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_101,hiphop,hiphop.00001.wav,hiphop.00001.wav,30.0002,2.967,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_102,hiphop,hiphop.00002.wav,hiphop.00002.wav,30.0002,2.809,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_103,hiphop,hiphop.00003.wav,hiphop.00003.wav,30.0002,2.78,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_104,hiphop,hiphop.00004.wav,hiphop.00004.wav,30.0002,2.23,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_105,hiphop,hiphop.00005.wav,hiphop.00005.wav,30.0002,2.636,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_106,hiphop,hiphop.00006.wav,hiphop.00006.wav,30.0002,2.648,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_107,hiphop,hiphop.00007.wav,hiphop.00007.wav,30.0002,2.247,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_108,hiphop,hiphop.00008.wav,hiphop.00008.wav,30.0133,2.811,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_109,hiphop,hiphop.00009.wav,hiphop.00009.wav,30.0133,2.501,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_110,hiphop,hiphop.00010.wav,hiphop.00010.wav,30.0133,2.595,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_111,hiphop,hiphop.00011.wav,hiphop.00011.wav,30.0133,2.719,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_112,hiphop,hiphop.00012.wav,hiphop.00012.wav,30.0133,2.004,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_113,hiphop,hiphop.00013.wav,hiphop.00013.wav,30.0133,2.668,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_114,hiphop,hiphop.00014.wav,hiphop.00014.wav,30.0133,2.538,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_115,hiphop,hiphop.00015.wav,hiphop.00015.wav,30.0133,2.379,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_116,hiphop,hiphop.00016.wav,hiphop.00016.wav,30.0133,2.846,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_117,hiphop,hiphop.00017.wav,hiphop.00017.wav,30.0133,2.736,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_118,hiphop,hiphop.00018.wav,hiphop.00018.wav,30.0133,2.057,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_119,hiphop,hiphop.00019.wav,hiphop.00019.wav,30.0133,2.25,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_120,hiphop,hiphop.00020.wav,hiphop.00020.wav,30.0133,2.89,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_121,hiphop,hiphop.00021.wav,hiphop.00021.wav,30.0133,2.655,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_122,hiphop,hiphop.00022.wav,hiphop.00022.wav,30.0133,2.093,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_123,hiphop,hiphop.00023.wav,hiphop.00023.wav,30.0133,2.024,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_124,hiphop,hiphop.00024.wav,hiphop.00024.wav,30.0133,2.238,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_125,hiphop,hiphop.00025.wav,hiphop.00025.wav,30.0133,2.835,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_126,hiphop,hiphop.00026.wav,hiphop.00026.wav,30.371,2.075,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_127,hiphop,hiphop.00027.wav,hiphop.00027.wav,30.1315,2.011,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_128,hiphop,hiphop.00028.wav,hiphop.00028.wav,30.008,2.652,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_129,hiphop,hiphop.00029.wav,hiphop.00029.wav,30.351,3,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_130,hiphop,hiphop.00030.wav,hiphop.00030.wav,30.0118,2.829,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_131,hiphop,hiphop.00031.wav,hiphop.00031.wav,29.9958,2.633,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_132,hiphop,hiphop.00032.wav,hiphop.00032.wav,29.932,2.641,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_133,hiphop,hiphop.00033.wav,hiphop.00033.wav,30.1714,2.802,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_134,hiphop,hiphop.00034.wav,hiphop.00034.wav,30.2812,2.766,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_135,hiphop,hiphop.00035.wav,hiphop.00035.wav,30.3011,2.221,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_136,hiphop,hiphop.00036.wav,hiphop.00036.wav,30.6489,2.595,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_137,hiphop,hiphop.00037.wav,hiphop.00037.wav,30.6489,2.073,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_138,hiphop,hiphop.00038.wav,hiphop.00038.wav,30.6489,2.857,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_139,hiphop,hiphop.00039.wav,hiphop.00039.wav,30.6489,2.701,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_140,hiphop,hiphop.00040.wav,hiphop.00040.wav,30.6489,2.194,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_141,hiphop,hiphop.00041.wav,hiphop.00041.wav,30.6489,2.43,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_142,hiphop,hiphop.00042.wav,hiphop.00042.wav,30.6489,2.428,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_143,hiphop,hiphop.00043.wav,hiphop.00043.wav,30.6489,2.02,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_144,hiphop,hiphop.00044.wav,hiphop.00044.wav,30.6489,2.779,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_145,hiphop,hiphop.00045.wav,hiphop.00045.wav,30.6489,2.085,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_146,hiphop,hiphop.00046.wav,hiphop.00046.wav,30.0133,2.984,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_147,hiphop,hiphop.00047.wav,hiphop.00047.wav,30.0133,2.595,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_148,hiphop,hiphop.00048.wav,hiphop.00048.wav,30.0133,2.751,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_149,hiphop,hiphop.00049.wav,hiphop.00049.wav,30.0133,2.796,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_150,hiphop,hiphop.00050.wav,hiphop.00050.wav,30.0133,2.915,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_151,jazz,jazz.00001.wav,jazz.00001.wav,30.0133,2.01,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_152,jazz,jazz.00002.wav,jazz.00002.wav,30.0133,2.817,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_153,jazz,jazz.00003.wav,jazz.00003.wav,30.0133,2.34,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_154,jazz,jazz.00004.wav,jazz.00004.wav,30.0133,2.692,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_155,jazz,jazz.00005.wav,jazz.00005.wav,30.0133,2.523,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_156,jazz,jazz.00006.wav,jazz.00006.wav,30.0133,2.606,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_157,jazz,jazz.00007.wav,jazz.00007.wav,30.0133,2.155,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_158,jazz,jazz.00008.wav,jazz.00008.wav,30.0133,2.963,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_159,jazz,jazz.00009.wav,jazz.00009.wav,30.0133,2.019,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_160,jazz,jazz.00010.wav,jazz.00010.wav,30.0133,2.672,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_161,jazz,jazz.00011.wav,jazz.00011.wav,30.0133,2.255,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_162,jazz,jazz.00012.wav,jazz.00012.wav,30.0133,2.95,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_163,jazz,jazz.00013.wav,jazz.00013.wav,30.0133,2,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_164,jazz,jazz.00014.wav,jazz.00014.wav,30.0133,2.734,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_165,jazz,jazz.00015.wav,jazz.00015.wav,30.0133,2.542,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_166,jazz,jazz.00016.wav,jazz.00016.wav,30.0133,2.475,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_167,jazz,jazz.00017.wav,jazz.00017.wav,30.0133,2.163,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_168,jazz,jazz.00018.wav,jazz.00018.wav,30.0133,2.19,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_169,jazz,jazz.00019.wav,jazz.00019.wav,30.0133,2.328,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_170,jazz,jazz.00020.wav,jazz.00020.wav,30.0133,2.406,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_171,jazz,jazz.00021.wav,jazz.00021.wav,30.0133,2.231,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_172,jazz,jazz.00022.wav,jazz.00022.wav,30.0133,2.267,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_173,jazz,jazz.00023.wav,jazz.00023.wav,30.0133,2.212,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_174,jazz,jazz.00024.wav,jazz.00024.wav,30.0133,2.506,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_175,jazz,jazz.00025.wav,jazz.00025.wav,30.0133,2.456,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_176,jazz,jazz.00026.wav,jazz.00026.wav,30.0133,2.729,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_177,jazz,jazz.00027.wav,jazz.00027.wav,30.0133,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_178,jazz,jazz.00028.wav,jazz.00028.wav,30.0133,2.401,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_179,jazz,jazz.00029.wav,jazz.00029.wav,30.0133,2.239,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_180,jazz,jazz.00030.wav,jazz.00030.wav,30.0133,2.332,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_181,jazz,jazz.00031.wav,jazz.00031.wav,30.0133,2.46,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_182,jazz,jazz.00032.wav,jazz.00032.wav,30.0133,2.86,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_183,jazz,jazz.00033.wav,jazz.00033.wav,30.0133,2.957,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_184,jazz,jazz.00034.wav,jazz.00034.wav,30.0133,2.364,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_185,jazz,jazz.00035.wav,jazz.00035.wav,30.0133,2.872,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_186,jazz,jazz.00036.wav,jazz.00036.wav,30.0133,2.38,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_187,jazz,jazz.00037.wav,jazz.00037.wav,30.0133,2.454,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_188,jazz,jazz.00038.wav,jazz.00038.wav,30.0133,2.416,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_189,jazz,jazz.00039.wav,jazz.00039.wav,30.0133,2.399,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_190,jazz,jazz.00040.wav,jazz.00040.wav,30.0133,2.316,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_191,jazz,jazz.00041.wav,jazz.00041.wav,30.0133,2.636,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_192,jazz,jazz.00042.wav,jazz.00042.wav,30.0133,2.748,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_193,jazz,jazz.00043.wav,jazz.00043.wav,30.0133,2.086,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_194,jazz,jazz.00044.wav,jazz.00044.wav,30.0133,2.637,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_195,jazz,jazz.00045.wav,jazz.00045.wav,30.0133,2.939,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_196,jazz,jazz.00046.wav,jazz.00046.wav,30.0133,2.998,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_197,jazz,jazz.00047.wav,jazz.00047.wav,30.0133,2.561,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_198,jazz,jazz.00048.wav,jazz.00048.wav,30.0133,2.338,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_199,jazz,jazz.00049.wav,jazz.00049.wav,30.008,2.465,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_200,jazz,jazz.00050.wav,jazz.00050.wav,30.351,2.455,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_201,metal,metal.00001.wav,metal.00001.wav,30.0002,2.379,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_202,metal,metal.00002.wav,metal.00002.wav,30.0002,2.763,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_203,metal,metal.00003.wav,metal.00003.wav,30.0002,2.715,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_204,metal,metal.00004.wav,metal.00004.wav,30.0002,2.267,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_205,metal,metal.00005.wav,metal.00005.wav,30.0002,2.473,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_206,metal,metal.00006.wav,metal.00006.wav,30.0002,2.557,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_207,metal,metal.00007.wav,metal.00007.wav,30.0002,2.958,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_208,metal,metal.00008.wav,metal.00008.wav,30.0002,2.064,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_209,metal,metal.00009.wav,metal.00009.wav,30.0002,2.957,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_210,metal,metal.00010.wav,metal.00010.wav,30.0002,2.34,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_211,metal,metal.00011.wav,metal.00011.wav,30.0002,2.85,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_212,metal,metal.00012.wav,metal.00012.wav,30.0002,2.876,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_213,metal,metal.00013.wav,metal.00013.wav,30.0002,2.298,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_214,metal,metal.00014.wav,metal.00014.wav,30.0002,2.05,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_215,metal,metal.00015.wav,metal.00015.wav,30.0002,2.556,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_216,metal,metal.00016.wav,metal.00016.wav,30.0002,2.403,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_217,metal,metal.00017.wav,metal.00017.wav,30.0002,2.936,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_218,metal,metal.00018.wav,metal.00018.wav,30.0002,2.85,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_219,metal,metal.00019.wav,metal.00019.wav,30.0002,2.121,22050,22050,16,16,1 (mono),1 (mono)
